,jd,mnvel,errvel,tel
0,2453723.6949595576,-4015.359514404485,0.8361759227297072,j
1,2454130.735671,-3285.208428592184,1.4961875221332932,j
2,2454398.875116,-2568.492458392326,1.307899229209254,j
3,2455415.132172,-1095.3615260631314,1.4958876325290607,j
4,2456149.072595,-408.194713655227,1.314048031960946,j
5,2456842.125884,164.07767405873835,1.5530632683928525,j
6,2456843.130905,151.5017381504499,1.8279277218988195,j
7,2456844.118911,119.06266650289658,1.5363750915750916,j
8,2456846.122358,124.56913217996305,1.4097901383352942,j
9,2456847.1256,117.57671924635429,1.500163051326519,j
10,2456849.127409,126.64961753635734,1.5067377531422896,j
11,2456861.091608,138.93439822461784,1.6119599218329124,j
12,2456889.131,193.35245717148882,1.3876109942170525,j
13,2456908.074964,176.1846409340493,1.4680869979761888,j
14,2456909.043403,199.93407611959867,1.3772525982717454,j
15,2456910.029089,210.79729452547429,1.3515710229868039,j
16,2457240.119686,433.80601383411033,1.2568123717228123,j
17,2457414.82937,563.2764670449972,1.3618751148105928,j
18,2457580.129579,705.1891392737887,1.2620199325421908,j
19,2457654.147304,780.3035807611095,1.7127668653860368,j
20,2457703.858179,823.6086696978916,1.7288189176951823,j
21,2457716.859179,829.052646469789,1.585332541354469,j
22,2457747.705361,830.5130496189197,1.530912034782837,j
23,2457763.807889,852.1974900583915,1.6235616925661922,j
24,2457806.730669,895.5120601416047,1.5104935046554417,j
25,2457830.716611,914.4668541333334,1.575974777213372,j
26,2457945.130715,985.4768622061839,1.3044966338324238,j
27,2457994.025536,1046.6180638836174,1.4708513574668964,j
28,2458112.696352,1152.1689711416866,1.5484973299217666,j
29,2458395.987443,1358.8788958296814,1.4861119809094159,j
30,2458509.770169,1413.1020978050508,1.5145161301970607,j
