,jd,mnvel,errvel,tel
0,2453015.121713,520.8093443580237,2.1524325208519426,k
1,2453016.139803,504.8692808814612,1.9991487313189182,k
2,2453017.128252,511.9359617896643,2.0930521033767544,k
3,2453044.161204,504.17039782482055,1.5405766900166737,k
4,2453046.0289,487.91229540782837,1.7114693801188108,k
5,2453069.11934,494.7207518287268,2.1331659745017664,k
6,2453424.988611,232.7028292223365,1.0545622224557702,j
7,2453425.936123,227.97038269223114,1.0926849601279656,j
8,2453426.982072,223.00047602503446,1.0003845381669187,j
9,2453428.098322,220.90631181674866,1.0101955763312243,j
10,2453429.078924,218.23027211560145,1.1008572232088711,j
11,2453429.948368,217.2718373074506,0.9755220781347249,j
12,2453431.102014,213.93164521815046,1.0877324652159603,j
13,2454285.738356,85.94918057030998,1.2646169086232013,j
14,2454547.97228,442.58279302173435,1.3263199053176151,j
15,2454548.978576,439.3267251722254,1.3139855620871528,j
16,2454635.76537,490.5814651497619,1.3864387263042228,j
17,2454839.098805,513.6713536012876,1.2610414683904863,j
18,2454867.96381,497.7875406512987,1.440820830478194,j
19,2455044.736926,446.6027437791829,1.6541083758801234,j
20,2455172.16692,329.4402366165758,1.3098080461478696,j
21,2455232.025173,266.74350759888716,1.3246143769300103,j
22,2455255.864254,224.5840219111655,1.1457314489775348,j
23,2455668.958807,-2605.9076347295186,1.2882354603341921,j
24,2455672.90325,-2726.607544176981,1.3327751378237143,j
25,2455903.07638,-1181.3700902000173,1.1789063849919847,j
26,2455973.103309,-521.904633535375,1.5619463852536732,j
27,2456113.742777,75.46584210876905,1.3024284151023546,j
28,2456326.155611,409.6163583599913,1.357591592151948,j
29,2456640.072323,504.6845327290115,1.5756043205769283,j
30,2458114.168341226,354.65033725730063,1.0462160635032565,j
