time,mnvel,errvel,tel
2453195.97461761,-195.73157817790198,2.1241264343261697,k
2453191.04061958,-277.276194877121,2.07039380073547,k
2453182.07288267,-115.083476371261,2.03302955627441,k
2453181.11933847,-77.21618205973779,2.0976405143737797,k
2453181.00855258,-70.4493935770718,2.2170376777648904,k
2453154.11760534,39.5609328084262,2.04576325416565,k
2452988.72338754,185.479939156082,2.3060152530670197,k
2452987.7156728,190.68498676350399,3.1226778030395494,k
2452898.82104311,-27.340686149093298,1.94774401187897,k
2452897.83237493,-58.5216019816128,2.06428551673889,k
2452856.02171599,100.752888374832,2.2348251342773398,k
2452854.01296733,75.10599201252779,2.15176486968994,k
2452851.06237015,111.133686714676,2.36850500106812,k
2452850.00654021,114.645283394364,2.26125931739807,k
2452849.00503967,132.756489449051,2.6242468357086204,k
2452835.08963712,-106.524867362472,1.87058448791504,k
2452833.96787733,-142.37875682780398,1.92981576919556,k
2452832.08441778,-192.635508841964,2.2904653549194305,k
2452829.01211174,-260.244853324386,2.03827357292175,k
2452807.03012527,147.931080513504,2.01639914512634,k
2452651.71492105,-131.85238201091002,3.43200898170471,k
2452602.7250237004,146.273243599442,2.27849936485291,k
2452602.71813838,144.987843208817,2.14140844345093,k
2452601.75567572,125.163227730301,2.04444265365601,k
2452601.7488244,120.976154976395,2.1099865436554,k
2452600.75645746,117.231037788895,1.8145763874054,k
2452600.74953614,117.498615913895,1.82694339752197,k
2452575.72582285,-139.553836173507,2.20858550071716,k
2452575.71961936,-141.709002799484,2.40577507019043,k
2452574.94824767,-120.68904430338999,2.3391971588134797,k
2452574.94032033,-119.518107718918,2.4166927337646498,k
2452574.77178019,-119.976657218429,2.3738834857940696,k
2452574.76454778,-119.79877788493299,2.3411283493042,k
2452573.88616905,-81.3455155558316,2.48548102378845,k
2452573.87930661,-86.0367539591519,2.48123359680176,k
2452573.75056701,-82.4891083903042,2.66960883140564,k
2452573.74366957,-86.1956055826871,2.4241127967834504,k
2452572.9278778997,-68.3726952738492,2.87295246124268,k
2452572.92061049,-70.1910470194546,2.4350779056549103,k
2452572.72061445,-61.4617913431851,2.77442121505737,k
2452572.71338202,-63.7067864603726,2.38145136833191,k
2452539.92740433,121.11304157307501,1.8933250904083299,k
2452538.80687568,104.86601703694201,2.15262603759766,k
2452538.0200614,78.5371290974887,2.1298182010650604,k
2452537.81818089,70.1029555135044,2.0574567317962598,k
2452537.01917874,61.906696968582494,1.99471259117126,k
2452536.81029611,59.8348891072544,2.32003426551819,k
2452536.03013413,31.6362196736606,1.86584520339966,k
2452535.78031432,28.2467543416294,2.26607370376587,k
2452515.87949069,-161.80924541423,2.1919207572937,k
2452514.87308537,-139.087939567062,2.48727464675903,k
2452488.96036129,144.078419380692,1.81114137172699,k
2452488.95354397,141.37727802327,1.90273869037628,k
2452488.94620562,145.58235614827,1.78569674491882,k
2452488.93941129,143.70003192952,1.82183527946472,k
2452488.13638715,163.446766548661,2.2692649364471404,k
2452488.12970883,169.913532906082,2.05524587631226,k
2452487.92829912,162.40929096272302,2.26083493232727,k
2452487.91996471,160.77376239827,2.34807300567627,k
2452487.13297022,163.866352730301,1.99307584762573,k
2452487.12608389,164.38118427327,2.1717126369476296,k
2452486.92593494,176.55598896077,2.37384819984436,k
2452486.91902459,174.01604145100399,2.30804014205933,k
2452446.07337122,62.995182686355896,2.4639418125152597,k
2452242.71411622,209.472157173661,2.4386603832244904,k
2452238.69771075,189.832569771317,2.10919904708862,k
2452236.69544445,168.436176949051,2.03559017181396,k
2451550.69882973,-216.545939750168,1.87458944320679,k
2451368.00525772,-201.926280326339,2.13697552680969,k
2451312.12630112,-157.15540630290198,1.72384190559387,k
2451173.69977768,-133.406634635421,2.2142353057861297,k
2451044.00654283,-125.51618511149599,1.7175385951995803,k
2451011.99422092,-58.6749756998746,1.5365910530090299,k
2451011.98611837,-55.704158133956604,1.5754269361496,k
2451011.11263274,-81.8737137980191,1.75919997692108,k
2451011.09926382,-80.7188065714566,1.93383812904358,k
2450607.08595633,232.35637348225399,1.78632152080536,k
2450605.11136751,279.748768501786,1.9404944181442298,k
2450603.10942535,291.130390816239,1.81904792785645,k
2453197.0015822,-177.053508109543,2.31378841400146,k
2452924.79994037,199.239308052567,2.51634430885315,k
2452189.81359171,95.7982374959262,2.45771241188049,k
2452188.91452307,101.788349800614,2.20001459121704,k
2452162.88687015,-249.897013968918,2.3272020816803,k
2452161.86881851,-284.778544730636,2.24529886245728,k
2452160.90271952,-282.786540336105,1.92643046379089,k
2452133.88803746,49.445179634598105,2.4011478424072297,k
2452133.02466466,37.5245558553012,2.29973936080933,k
2452128.9208366,112.08838336995001,2.53551292419434,k
2452101.99593795,-268.839213675949,2.00820994377136,k
2452100.07058415,-290.456645316574,1.94851744174957,k
2452099.09907464,-278.41279155680803,2.13418793678284,k
2452098.0547575,-286.783122367355,2.1709833145141597,k
2452095.0283595,-249.19547588297996,2.1128740310668896,k
2452063.09970219,191.504109077957,2.04470705986023,k
2451900.7022496,-3.16137248942533,1.67276036739349,k
2451899.72301217,14.1279799275669,1.87184143066406,k
2451898.70532998,24.9233290486606,2.0492534637451203,k
2451897.68093703,32.741291695145,2.00904417037964,k
2451883.72542754,171.133564644364,1.89912867546082,k
2451792.82862241,-234.81016094157397,1.88827455043793,k
2451757.0435939,227.007069283036,2.20553421974182,k
2451755.9859374003,250.261799507645,2.6402428150177,k
2451706.10954448,53.9284712605747,2.04626727104187,k
2451704.10435219,102.29362934162901,1.80645191669464,k
2451369.00609908,-211.686473197433,2.04388427734375,k
2451172.7009107,-135.443133658859,1.9316833019256598,k
2451171.69019354,-154.319865531418,2.12031650543213,k
2451072.94475888,-69.8060067362515,1.8370251655578602,k
2451071.88412508,-82.0659821696011,1.86594653129578,k
2451070.97225911,-111.36160594889799,1.8490387201309197,k
2451069.99039424,-117.351748771164,1.79911160469055,k
2451068.8829162004,-144.355655021164,1.83779621124268,k
2451052.00946931,-154.861674613449,2.15732288360596,k
2451050.93427359,-169.931651420089,1.86981785297394,k
2451043.02675129,-99.61263591715971,1.83909928798676,k
2451013.97295271,-4.74243480631986,1.83500456809998,k
2451013.9683224,-4.092768973800331,1.94681167602539,k
2451013.09397077,-28.1911118693081,1.7473118305206299,k
2451010.04928394,-99.64013225505029,1.5822913646698,k
2450984.09646544,-140.07455760905398,1.99580359458923,k
2450983.04830168,-119.05946666667101,1.9141036272048997,k
2450785.70485442,310.523609810379,2.81749558448792,k
2450715.97071663,142.587574654129,1.84146749973297,k
2450690.01359768,-171.163432425949,2.0296454429626496,k
2450666.05623758,283.18901508381697,1.8506712913513201,k
2450609.11801582,142.539143257645,1.8457731008529699,k
2450606.11264538,258.82841938069197,1.8850069046020501,k
2450604.11923436,281.455280952957,1.9753388166427601,k
2451543.69955434,-161.79163677165198,2.05810022354126,k
2451438.80828306,-79.54548198649559,2.01925325393677,k
2451411.92811069,-112.411807364914,1.82563054561615,k
2451410.95499055,-104.57516796061701,1.89815425872803,k
2451409.99306112,-105.538638419601,1.8574120998382602,k
2451372.06307608,-176.15290386149601,2.94621157646179,k
2451370.06386477,-194.907237357589,1.7185055017471298,k
2451343.04274757,13.6590010457309,1.9287133216857901,k
2451313.11635863,-155.10682231852698,1.8681670427322399,k
2451170.70233396,-140.711688346359,2.3543691635131805,k
2450602.09408369,275.444813423661,1.84369206428528,k
2455440.03393707,-56.654983618964955,2.50391101837158,j
2455436.10550657,2.842418446541359,2.31423497200012,j
2455429.09706924,-3.982923012402239,2.2629811763763397,j
2455428.0848622997,-3.6916119612862417,2.03625416755676,j
2455427.03450389,-18.117932277920946,2.03285145759583,j
2455426.06272254,-1.3390937698598435,2.20965313911438,j
2455413.06878522,130.21322554821793,2.1726095676422097,j
2455412.0237276,114.22735901331396,2.18839526176453,j
2455411.10094208,106.60919981157295,2.2332344055175803,j
2455198.74407034,-131.83234473573478,2.3834764957428,j
2455198.73779788,-129.55182045566178,2.2756655216217,j
2455188.73887211,-45.724495302186135,2.4637882709503196,j
2455188.7325417004,-44.05945321998513,2.30620956420898,j
2455169.81302804,158.063008964898,2.5375032424926802,j
2455169.80564478,163.44374209994197,2.3577113151550297,j
2455135.89638864,-74.03184660161943,2.26308679580688,j
2455135.89001119,-72.91873029917102,2.4058594703674303,j
2455015.03842819,-112.39429219920834,2.19796919822693,j
2455015.03217766,-100.54460917815383,2.07507705688477,j
2454808.8506614,184.67583189494798,2.35026383399963,j
2454808.84425004,181.9454239807129,2.20295357704163,j
2454805.79462379,219.299425578734,2.55505633354187,j
2454805.78793446,212.080619265305,2.7066576480865496,j
2454779.83194994,-234.94351565656402,2.54222679138184,j
2454675.96320909,-38.77386770003925,2.54985785484314,j
2454675.95565068,-38.59797274717143,2.45900821685791,j
2454675.94812728,-38.64863088541185,2.4713587760925297,j
2454673.00018656,-150.80185168376596,2.07144260406494,j
2454672.99292914,-149.26086594900264,2.14216303825378,j
2454639.07653488,-63.91360741991382,2.07658553123474,j
2454636.08910886,10.197806254677856,2.15526032447815,j
2454634.10348481,60.18910875364996,2.19064712524414,j
2454397.85229325,-129.32705090700085,2.1193258762359597,j
2454396.78743313,-103.06289770190004,2.0591580867767303,j
2454345.12004634,-207.02145726539203,2.03478598594666,j
2454343.91944392,-231.62551850359202,2.17734861373901,j
2454337.10330766,-120.39577536888855,2.32363343238831,j
2458361.09384403,-69.30744410260735,2.1881251335144,j
2458118.71577609,-85.79603912281485,2.3291323184967,j
2454083.77142413,179.09052016674997,2.3751277923583998,j
2457571.09840577,-103.90260660332665,2.4575402736663796,j
2457570.10407438,-88.91854140560656,2.34518074989319,j
2457245.12505325,54.02595211459696,2.46791553497314,j
2456884.06915352,144.45816483241396,2.31996607780457,j
2456638.70451602,103.29822109520796,2.01424050331116,j
2456525.12600604,174.13667841968999,2.25402116775513,j
2453724.71743641,-25.65678121590414,2.31203985214233,j
2455850.96168662,59.720977326799954,2.38766479492188,j
2455807.07298343,-112.68756084654484,2.23508048057556,j
2453604.99087847,-105.58464136203514,2.15909123420715,j
2453604.02353684,-70.35354024196249,2.11975979804993,j
2453603.08056811,-18.00962711852224,2.25436210632324,j
2455522.86062399,-152.81662487990116,1.9954406023025502,j
2455465.04460016,-44.65729798512784,2.39827036857605,j
2453571.00939065,-103.51583033279634,2.14233422279358,j
2453552.09823151,-291.81928068820605,2.08001780509949,j
2453551.11239591,-290.170212156827,2.05861973762512,j
2453550.10479767,-262.8265310538841,2.19373798370361,j
2453547.09446656,-209.34943993339905,2.14238262176514,j
2453547.088228,-212.606221211191,2.2306151390075697,j
2453369.70633553,-321.37330419558907,2.19739246368408,j
2453369.69998209,-317.3706348764971,2.23495626449585,j
2453368.71753415,-309.08081766357503,2.6164202690124503,j
2453367.71568976,-296.15003507067706,2.34096121788025,j
2453338.7445524,2.269775568340662,2.1227593421936004,j
2453303.79565964,-208.43483065082202,2.13821935653687,j
2453303.78936415,-209.81579375260608,2.2509999275207497,j
