,jd,mnvel,errvel,tel
0,2452094.9861,27.693588242383527,2.7028293717746537,k
1,2452162.904167,16.087448105664777,2.557420960216359,k
2,2452235.691435,-13.526992812303973,2.7800045070721264,k
3,2452487.041319,9.282501206250714,2.512573714267572,k
4,2452488.964039,-80.923118605761,2.7973535445374487,k
5,2452514.829468,-46.32336427226491,3.0404542663265555,k
6,2452515.803692,6.253158554883527,2.6442701742001073,k
7,2452535.79713,46.1574249123054,2.5770584232989378,k
8,2452536.811829,-76.24408723369069,2.5262331791468062,k
9,2452537.890914,11.18292997822337,2.4671119331934044,k
10,2452573.791748,-19.89897920146413,2.992176514204719,k
11,2452574.807581,64.2381133888679,2.972605499382258,k
12,2452806.987245,45.56144712910228,2.511600828127471,k
13,2452828.976273,8.410423264356183,2.6205246589257767,k
14,2452832.057037,44.5823516701179,2.3465591154437813,k
15,2452833.040093,61.06327818378978,2.4163695152776477,k
16,2452833.991481,-67.67296601787038,2.644084726560921,k
17,2453196.953009,-91.68006135478444,2.679450522475744,k
18,2453602.990394,32.32284602764042,1.2648908311560985,j
19,2454339.036528,-77.91164280429311,1.4889022874860514,j
20,2454688.919155,-79.86708573092625,1.8454523665034193,j
21,2454717.999722,0.03251481503658482,1.427737110492001,j
22,2455486.919879,-3.3910928861171215,1.3914947481847435,j
23,2455490.852007,-24.12060618949859,1.4209488889308601,j
24,2455522.81777,81.30482328616074,1.6730821432168597,j
25,2456154.016942,-30.481091857863476,1.684044851608821,j
26,2456164.092954,63.61164231692368,1.894288607644102,j
27,2457671.748622,61.99851128686002,1.707987305858544,j
28,2458385.969359,-29.20796097395103,1.9052807064563166,j
