,jd,mnvel,errvel,tel
0,2456849.74098,3456.7957975989802,1.3230800484274028,j
1,2456895.725093,5027.50077502006,1.451961732815306,j
2,2457413.098358,-1027.354433335346,1.3355805803973015,j
3,2457413.957166,-1005.393825180262,1.4777634997555296,j
4,2457415.064876,-976.7342151294368,1.35301231082608,j
5,2457423.118581,-762.7054212407016,1.100982780344393,j
6,2457586.743808,4409.121485251348,1.321222271975344,j
7,2457612.731032,5257.125521286134,1.5143061593928195,j
8,2457615.72833,5347.252655222666,1.4854227778243587,j
9,2457616.725541,5374.735125131273,1.506071066033593,j
10,2457621.72535,5522.386309593585,1.266675228335712,j
11,2457760.182405,427.88707729947686,1.4877731399084664,j
12,2457764.048691,57.56155321158806,1.2780095453751155,j
13,2457765.03644,-39.05693150005891,1.5555440379630563,j
14,2457776.086774,-1039.37754264648,1.2623581708780722,j
15,2457789.008217,-2089.9151507677866,1.3850956316262706,j
16,2457790.034396,-2164.7680023446032,1.3937070910176124,j
17,2457791.039069,-2240.426249842642,1.4676197922562249,j
18,2457793.057289,-2379.3280468590046,1.2643928437658027,j
19,2457794.100305,-2454.1532507450274,1.2110442463975921,j
20,2457807.126288,-3248.6290175061126,1.5909072245716283,j
21,2457909.953175,-5015.07367005536,1.3385719168562626,j
22,2457940.757144,-4736.31664286594,1.4277086800370482,j
23,2458307.848714,4789.79584626285,1.5857248229610226,j
24,2458492.148706,-1598.4102396609956,1.337739836433769,j
25,2458533.060666,-4010.4259345141704,1.4925715341083834,j
26,2458569.937114,-4911.111627178786,1.4790125644365397,j
