,jd,mnvel,errvel,tel
0,2451043.099525,-600.011266475316,2.617478609716607,k
1,2451070.99566,-495.3797662311754,2.6379247628009126,k
2,2451072.977303,-503.11069274484726,2.620665061151839,k
3,2451172.851296,-96.98935485422226,4.2100313615318825,k
4,2451410.123785,-2764.5749261432848,18.58921481813472,k
5,2451543.842141,-902.4637048298082,4.714990741641746,k
6,2451551.76691,-859.7835900837144,4.237522759468996,k
7,2451552.838333,-841.0989968830308,4.143922449849878,k
8,2451580.722569,-690.0740563923082,2.9348981256918623,k
9,2452134.075035,-690.0492456012926,2.9661378975591512,k
10,2452189.919028,-487.15900207101913,3.4975609949314475,k
11,2452238.88184,-271.22885680734726,3.761215123400882,k
12,2452307.729433,18.692713016871494,6.275877702572789,k
13,2452536.018692,-2542.5712640339098,17.398032156183103,k
14,2452651.764826,-911.0016992145738,4.943821297467492,k
15,2453072.747882,-2315.3012445026598,19.271925848208113,k
16,2453208.128623,-867.7981469684801,3.8693358905631117,k
17,2453339.927894,-299.7775972354895,2.591103842049258,j
18,2453397.736157,-65.33056927263354,2.3867105592693463,j
19,2453983.09206,121.59299784998063,3.3272847221251274,j
20,2454129.72147,704.5521751109857,6.729364562151211,j
21,2454344.021863,-704.6236140738997,4.412056063448426,j
22,2455490.945934,-555.6024878391486,3.3788910141929924,j
23,2457411.874997,1895.8518739272997,13.596261785247147,j
24,2457763.692098,-352.4824674179284,2.7891897139957766,j
25,2457829.713597,-71.54723943959743,2.684137466961672,j
26,2458116.796902,-1698.9959301291954,11.857160058733779,j
27,2458330.114799,-303.55877840900155,2.756657948946044,j
28,2458350.140187,-224.67768986880034,2.4210203682293256,j
29,2458387.049331,-55.54450026650858,2.451864098592399,j
30,2458396.942121,1.1813865834521096,2.7885613115327392,j
31,2458509.765504,1596.1454876959965,12.486179615552748,j
